IIIa,IIIa',IIIb,IIIb',IIIc,IIIc',IIa,IIa',IIb,IIb',IIc,IIc',Ia,Ib,Ic,class
13.7,13.8,0.6,0.5,0.1,0.2,14.8,11.2,4.3,4,0.6,0.9,22.3,9,4,0
13,12.3,0.6,0.5,0.1,0.2,15.3,10.9,4.4,4,0.6,0.9,24.1,9.1,4,0
13.7,14,0.5,0.5,0.1,0.2,15.3,10.8,4.6,3.9,0.7,1,22.4,8.5,3.7,0
14.2,15.9,0.6,0.7,0.2,0.2,12.3,10,4.8,4.6,0.6,1.4,21,9.2,4.3,0
13.2,14.2,0.6,0.6,0.2,0.2,14.7,11,5.2,5,0.7,1.3,22.6,10.4,0,0
14.7,19.2,0.6,0.6,0.2,0.2,11,9.2,5,5.3,0.7,1.7,17.6,9.4,4.6,0
14.1,18.3,0.6,0.6,0.2,0.2,11.4,9.8,4.6,4.8,0.6,1.4,19,9.8,4.6,0
13.8,16.7,0.7,0.6,0.2,0.2,12,9.9,4.9,4.7,0.8,1.3,19.1,10.3,4.8,0
14.5,18.3,0.7,0.7,0.2,0.2,11.3,9.3,4.8,5.4,0.7,1.6,17.8,9.7,4.8,0
13.8,16.7,0.6,0.6,0.2,0.2,11.7,9.7,4.8,5.2,0.7,1.5,19,10.3,5,0
12.9,15.4,0.6,0.6,0.2,0.2,12.5,10,4.6,4.7,0.7,1.2,21.3,10.3,4.8,0
14.8,18.4,0.6,0.6,0.2,0.2,10.3,9,4.9,5.5,0.7,1.8,18.1,10,4.8,0
15.1,20.7,0.7,0.7,0.2,0.2,9.4,8.6,4.9,6.2,0.7,2,16.5,9.4,4.7,0
16.5,20.1,0.7,0.8,0.3,0.3,9.3,8.5,4.9,6.2,0.7,2.1,16.2,8.9,4.4,0
16.4,21.4,0.7,0.8,0.2,0.3,9.1,8.1,4.8,6.6,0.7,2.4,14.7,9.2,4.6,0
18.7,20.3,0.6,0.7,0.2,0.3,8.7,7.5,4.8,6.9,0.7,2.8,14.4,8.9,4.5,0
12,15,0.5,0.6,0.1,0.2,9.8,8.9,4.3,6.7,0.6,1.9,17.2,14.5,7.6,0
11.3,15.1,0.6,0.6,0.2,0.2,10.1,9.1,5.1,6.8,0.8,2.1,17.8,13.2,7.1,0
12.9,15.8,0.6,0.6,0.1,0.2,11.6,9.8,4.9,6,0.7,1.7,18.3,11.1,5.6,0
12.6,16.4,0.6,0.6,0.1,0.2,11.2,9.4,4.9,6,0.7,1.8,18.4,11.3,5.8,0
12.8,16.5,0.6,0.6,0.1,0.2,10.9,9.1,4.6,5.4,0.7,1.5,19,11.8,6.2,0
12.8,13.1,0.7,0.5,0.2,0.2,14,10.1,4.6,4,0.7,1,23.5,9.9,4.8,0
14.5,17.1,0.7,0,0.1,0.2,10.8,8.8,4.7,5.3,0.7,1.7,18,11.2,6.2,0
14.4,21.3,0.7,0.7,0.2,0.3,8.5,7.7,4.8,5.9,0.8,1.9,15,11.6,6.2,0
14.1,19.6,0.7,0,0.1,0.2,9.5,8.4,5.1,6.3,0.7,2,15.5,11.6,6.2,0
13.7,19.5,0.7,0.7,0.1,0.2,8.6,8.4,5,6.5,0.7,2.1,15.1,12.1,6.5,0
14.5,19.4,0.6,0.6,0.1,0.2,8.8,8,4.7,6.3,0.7,2.1,15.9,11.7,6.3,0
14.8,20.8,0.7,0.7,0.1,0.3,8.6,8.1,5,6.3,0.7,2.1,14.8,11.1,5.9,0
14.3,18.9,0.6,0.7,0.1,0.2,9.1,8.5,4.6,5.9,0.7,1.9,16.5,11.8,6.2,0
14.4,20.3,0.7,0.7,0.1,0.2,8.1,8,4.9,6.5,0.7,2.2,15,11.7,6.4,0
14.5,20.6,0.7,0.8,0.2,0.2,8.1,8,5.1,6.7,0.7,2.2,14.6,11.4,6.1,0
14.8,21.8,0.7,0.9,0.2,0.3,7.4,7.7,5,7,0.8,2.5,13.8,11.1,6.1,0
14.4,21.5,0.8,0.9,0.2,0.3,7.5,7.8,5.3,7.4,0,2.6,14.1,11.2,6.1,0
16.4,22.3,0.8,0.9,0.2,0.3,7.1,7.4,5,7,0.7,2.5,13.1,10.5,5.8,0
14.7,20.9,0.8,0.8,0.2,0.3,7.4,7.5,5,7.2,0.7,2.5,14.8,11.3,5.9,0
15.2,21.1,0.7,1,0.2,0.3,7.2,7.5,5,7.9,0.8,2.7,14,10.7,5.7,0
15.7,19.6,0.8,0.9,0.3,0.3,7.2,7.2,4.4,7.4,0.6,2.3,17.2,10.5,5.5,0
15.3,21.1,0.8,0.9,0.2,0.3,7.3,7.5,4.6,8.5,0.7,2.6,13.8,10.9,5.6,0
6.6,22.3,0.6,1.6,1.6,1.1,5.7,8.5,3,10.7,0.5,4.4,21.7,7.8,3.9,0
8.6,33.9,0.6,2.6,0.4,1.4,5.2,7.7,1.9,9.7,0.4,3.3,15.3,6.2,3,0
11,32.7,0.4,1.8,0.2,1.1,4.8,7.4,3,7.9,0.5,3.1,15.8,7,3.5,0
10.6,30,0.4,2.5,0.2,1.7,4.8,7.6,2.5,11.9,0.5,4.3,12.5,7.1,3.4,0
11.2,36.6,0.5,1.9,0.2,1,4.2,7.2,2.7,8,0.5,2.9,13.5,6.3,3.3,0
12.1,35.9,0.4,1,0.2,0.4,4,7.6,2.6,7.4,0.4,3.1,15.4,6.1,3.5,0
11.1,40.2,0.4,0.7,0.5,0.4,3.7,7.2,2,7.7,0.3,3,14.4,5.6,2.7,0
13.3,37.6,0.7,2.2,0.2,1,3.3,6.7,3,6.9,0.6,3.1,12.8,5.7,3,0
17.5,31.2,0.8,2,0.2,1.2,3.6,6.3,2.4,10.7,0.4,3.9,13.3,4.5,2,0
14.3,26.2,0.8,2,0.3,1.2,5,7,3.5,12.3,0.6,4.9,14.8,4,3.1,0
13.4,23.9,0.7,1.5,0.2,0.8,6.6,7.2,3.3,10.2,0.7,3.9,16.3,7.7,3.7,0
15.6,22.1,0.9,1.9,0.2,1.1,5.9,6.4,3.3,14,0.5,5,13.1,5.5,4.6,0
12,20.2,0.8,2,0.2,1.4,4.6,5.8,3.8,16,0.5,6.3,11.8,9.7,5,0
12,21.2,0.7,2.2,0.2,1.7,4.6,6.4,3.1,13.9,0.5,5.6,15.2,8.6,4.1,0
14,25.6,0.8,1.6,0.2,1.2,5,6.5,3.1,12,0.6,4.8,13.2,7.6,3.8,0
20,13,1,1,0.1,0.1,24,12,3,2,0.4,0.3,20,3,1,0
11,10,0,1,0.1,0.1,25,15,2,2,0.3,0,30,3,1,0
18,11,1,1,0.1,0.2,25,12,3,2,0.4,0,23,3,1,0
18,12,1,1,0.1,0.1,25,13,3,2,0.4,0.3,22,3,1,0
23,8,1,1,0.1,0.2,25,9,5,2,0.4,1,20,3,1,0
22,10,1,1,0.1,0.2,25,9,5,2,0.4,1,21,3,1,0
15,8,1,1,0.1,0.3,21,9,5,3,1,1,29,4,1,0
10,8,1,1,0.2,0.3,21,10,3,4,0.4,1,35,4,1,0
11,9,1,2,0.2,0.4,18,10,2,7,0.5,2,33,4,1,0
9,8,0.4,1,0.1,0.2,22,10,3,2,0.2,1,39,3,1,0
8,11,0.2,0.4,0.03,0.1,23,9,2,1,0.2,0.3,42,2,1,0
9,6,1,1,0.1,0.2,23,8,3,3,0.3,1,40,4,1,0
9,11,1,2,0.1,0.6,17,9,6,5,1,2,31,5,1,0
31,5,0.3,0,0.1,0.02,34,7,1,1,0.3,0.1,19,2,0.3,0
33,5,0.5,0,0.1,0.04,33,5,1,1,0.3,0.1,19,2,0.3,0
32,6,1,1,1,0.1,28,5,2,1,1,0.1,20,2,1,0
40,6,1,0,0.2,0.1,29,6,1,1,0.3,0.1,14,1,0.3,0
27,7,1,1,0.2,0.2,27,7,4,2,0.4,1,19,3,1,0
27,8,2,1,0.4,0.1,25,7,4,2,1,1,20,3,1,0
18,7,1,1,0.2,0.2,25,8,5,2,1,1,28,3,1,0
18,7,1,1,0.2,0.2,25,8,4,2,0.5,1,27,3,1,0
19,11,0.5,1,0.1,0.1,26,11,3,2,0.4,0.3,22,3,1,0
20,10,0.4,0.4,0.1,0.1,29,10,2,2,0.3,0.2,23,2,1,0
17,9,0.4,0.5,0.1,0.1,26,11,3,2,0.3,0.4,26,3,1,0
20,10,0.3,0.4,0,0,29,10,2,2,0.3,0.2,22,2,1,0
20,8,0.3,0.3,0.1,0.1,31,9,2,1,0.3,0.1,25,2,0.5,0
19,7,0.3,0.4,0,0,32,9,2,1,0.2,0.2,26,2,1,0
19,9,0.4,1,0.1,0.1,27,10,3,2,0.4,0.4,23,3,0.7,0
16,7,0,0,0,0,30,11,0,0,0,0,36,0,0,0
20,7,1,0.5,0.1,0.1,26,9,4,2,1,1,24,3,1.1,0
20,7,1,0.4,0.1,0.2,26,9,5,2,0.4,1,24,4,1,0
18,6,0,0,0,0,33,8,0,0,0,0,32,2,0,0
34,21,0,0,0,0,19,9,0,0,0,0,16,0,0,0
24,13,0,0,0,0,26,13,0,0,0,0,25,0,0,0
17,5,0,0,0,0,37,6,0,0,0,0,35,0,0,0
16,5,0,0,0,0,31,8,1,2,0,0,33,3,0.8,0
16,6,0,0,0,0,30,7,3,1,0,0,32,3,1.3,0
18,6,0,0,0,0,35,10,0,0,0,0,31,0,0,0
29,5,1,0.4,0.1,0.04,31,7,2,1,0.4,0.1,20,2,0.5,0
30,6,0.4,0.2,0.1,0.1,31,6,2,1,0.5,0.1,20,2,0.5,0
30,8,1,0.5,0.2,0.1,28,7,2,1,1,0.2,19,2,1,0
32,6,0.5,0.3,0.1,0.1,33,7,2,1,0.3,0.1,17,2,0.3,0
22,6,1,0.5,0.3,0.2,26,7,4,2,0.5,1,23,4,1,0
24,6,1,1,0.3,0.2,26,8,5,2,1,1,22,3,1,0
19,8,1,1,0,0,28,7,3,1,1,0.3,27,3,1.2,0
19,7,0,0,0,0,32,7,2,1,0,0,31,2,0,0
1.2,1.7,0,0,0,0,7.6,8.6,1.4,2,0.3,0.3,63.4,10.4,3,0
0.9,1.8,0,0,0,0,7.1,8.6,1.1,1.5,0.2,0.2,66.3,9.4,3.1,0
0.9,1.4,0,0,0,0,6.6,8,1,1.4,0.2,0.2,67.7,9.6,3.1,0
0.9,1.6,0,0,0,0,6.8,8.7,1,1.4,0.2,0.2,67.8,8.8,2.8,0
3.3,4.6,0,0,0,0,6,7.5,1,1.2,0.6,0.4,54.9,12.6,7.8,0
0.8,1.3,0,0,0,0,6.4,7.8,0.9,1.1,0.2,0.2,68.6,9.4,3.4,0
1,1.5,0,0,0,0,6.8,7.9,1.1,1.5,0.2,0.2,68.2,8.8,2.8,0
0.9,1.5,0,0,0,0,6.6,8.4,0.9,1.2,0.2,0.2,66.7,9.6,3.8,0
0.9,1.5,0,0,0,0,6.8,8.6,0.9,1.3,0.1,0.2,67,9.2,3.3,0
1.1,1.5,0,0,0,0,6.2,8.3,0.9,1.3,0.1,0.2,62.9,11.8,5.7,0
1,1.5,0,0,0,0,6.2,8.7,0.9,1.1,0.1,0.2,64.6,10.9,4.8,0
1.2,1.5,0,0,0,0,6,8.2,0.8,1.1,0.1,0.2,60.6,13.4,6.7,0
1.3,1.5,0,0,0,0,6.7,8.6,0.9,1.2,0.1,0.2,63.3,11.5,4.8,0
1.4,2,0,0,0,0,5.6,8.6,0.7,1,0.1,0.2,64.5,11.5,4.5,0
0.9,1.5,0,0,0,0,6.2,8.7,0.9,1.2,0.1,0.2,66.7,10.1,3.5,0
2.4,3.6,0,0,0,0,5.3,6.3,5.7,5.4,1.6,3.8,43.2,13.1,9.5,0
0.9,1.2,0,0,0,0,7.5,8.1,0.9,1.1,0.2,0.2,69.3,8.3,2.4,0
0.9,1.4,0,0,0,0,6.3,8.1,0.8,1.1,0,0.1,67,10.4,3.8,0
1.5,1.9,0,0,0,0,6.3,7.1,0.8,1.3,0.2,0.4,57.9,14,8.6,0
2.2,2.8,0,0,0,0,6.9,7.2,0.9,2,0.4,0.6,50,15.5,11.4,0
2.3,3,0,0,0,0,7,7,1,2.1,0.5,0.6,48.9,15.7,11.9,0
2.3,4.2,0,0,0,0,6.6,7.1,1,3.2,0.7,0.8,42.9,17.2,14,0
2.3,4.4,0,0,0,0,5.9,6.6,1.2,3.7,0.8,0.9,41.6,17.7,14.9,0
1.9,4.2,0,0,0,0,5.3,6.2,1.2,3.7,0.6,0.8,43.6,18.1,14.5,0
2.5,3.5,0,0,0,0,4.2,4.5,4.5,3.6,2.1,0.9,29.2,23.4,21.5,0
2,4.4,0,0,0,0,3,5.8,2.9,4.9,1.4,0.6,28.8,25.6,20.6,0
2.5,3.9,0,0,0,0,5.8,7.2,3.9,2.7,1.3,1.3,56.8,9.4,5.2,0
2.6,3.2,0,0,0,0,4.2,3.6,9.7,3.1,0.7,0.8,32.6,23.9,15.6,0
2.3,3.4,0,0,0,0,4.5,4.8,3.9,3.1,0.9,0.7,35.5,23.7,17.1,0
2.1,2.8,0,0,0,0,3.5,4.1,4.4,3.3,1,0.8,31,26.9,20.1,0
2.1,2,0,0,0,0,8.4,7.8,1.1,1.5,0.2,0.4,56.2,16.5,3.6,0
2.3,2.8,0,0,0,0,8,7,1,1.7,0.3,0.6,45.2,17,14,0
2.4,3.1,0,0,0,0,7.8,7,1.1,2.2,0.4,0.7,42.1,18.1,15.2,0
3.2,4.6,0,0,0,0,7.4,7.1,1.4,3.5,0.6,0.6,34.4,19.7,17.5,0
3.6,5.6,0,0,0,0,7.6,8.4,1.4,4.2,0.8,0.8,32.1,19.1,16.5,0
3.9,6.1,0,0,0,0,8,8.6,1.5,4.1,0.8,0.9,32.1,18.4,15.7,0
3.5,6.1,0,0,0,0,7.2,8.1,1.4,4.6,0.7,0.9,33.8,18.4,15.2,0
2.9,6.4,0,0,0,0,6.7,8,1.4,4.6,0.7,1,34.4,18.4,15.4,0
2.8,6.8,0,0,0,0,6.3,8.3,1.3,4.3,0.6,0.9,35.2,18.5,15,0
2.8,6.1,0,0,0,0,6.4,8.7,1.3,3.7,0.4,0.9,38.6,17.4,13.6,0
5.9,12.6,0,0,0,0,6.1,8.5,1.5,3.1,0.4,0.6,37.9,13.5,9.8,0
2.5,6.9,0,0,0,0,7.1,9.4,1.9,3.6,0.7,0.8,45.6,12.9,8.5,0
3.4,7.5,0,0,0,0,7.2,8.6,4.3,4,1.8,1.2,40.6,12.5,8.9,0
11,15,1,4,0,2,10,7,3,11,1,4,23,5,2,0
13,16,1,2,0,1,10,7,1,12,1,4,24,5,2,0
8,9,1,1,0,1,7,5,1,9,1,3,16,37,2,0
9,12,1,2,0,1,8,6,1,12,1,4,18,24,3,0
10,11,1,2,0,1,11,6,2,12,1,3,19,19,2,0
13,9,1,2,0,2,13,7,2,14,1,3,20,9,3,0
11,8,1,2,0,1,10,6,4,11,1,4,20,17,3,0
9,7,1,2,0,1,12,8,3,9,1,3,21,22,2,0
10,8,1,1,0,1,15,10,2,7,0,3,24,17,2,0
11,9,1,1,0,0,16,13,4,4,0,2,25,12,1,0
12,9,0,1,0,0,18,14,2,3,0,1,28,11,1,0
16,9,0,1,0,0,22,11,3,3,0,1,26,6,1,0
15,7,0,1,0,0,23,10,3,3,0,1,30,5,1,0
13,6,0,1,0,0,20,6,3,2,1,1,34,10,2,0
8,5,0,1,0,0,13,0,3,2,1,1,56,6,3,0
6,4,0,1,0,0,17,4,3,2,1,0,49,8,4,0
13,6,0,0,0,0,20,8,3,2,0,1,31,13,2,0
13,6,0,0,0,0,26,9,3,2,0,0,35,3,2,0
15,6,0,0,0,0,25,9,3,2,0,0,31,6,1,0
16,6,0,0,0,0,25,9,3,2,0,0,30,5,1,0
18,7,0,0,0,0,26,8,3,2,0,0,30,2,1,0
19,7,0,0,0,0,26,8,3,2,0,0,29,2,1,0
15,6,0,0,0,0,26,9,3,2,0,0,31,5,1,0
15,5,0,0,0,0,24,6,3,1,1,0,36,7,2,0
13,5,0,0,0,0,23,7,2,2,1,0,38,6,2,0
14,5,0,1,0,0,24,7,2,1,1,0,37,6,2,0
14,5,0,0,0,0,24,6,3,1,1,0,36,8,2,0
14,4,0,0,0,0,24,6,3,1,1,0,38,7,2,0
13,4,0,0,0,0,25,4,3,1,1,0,38,7,2,0
15,5,0,1,0,0,25,6,2,1,1,0,37,5,2,0
14,5,0,1,0,0,24,7,2,2,0,0,36,6,2,0
14,6,0,0,0,0,24,8,3,2,0,0,35,6,2,0
9.5,4.5,0.4,0.4,0,0,20.8,5.9,4.5,2.2,0.8,0,39.7,8.1,3.2,0
9.7,4.9,0.5,0.6,0,0,23.9,6.5,4.5,2.6,0.8,0.5,36.1,7,2.4,0
8.5,4.8,0.4,0.6,0.1,0,25.4,6.4,4.9,2.6,1,0.3,35,7.3,2.6,0
10.9,6.3,0.6,0.8,0.2,0,25.8,8.1,5.7,3.2,1.1,0.3,27.4,7.5,2.3,0
9.1,4.8,0.5,0.5,0.1,0.1,26.7,6.6,5.4,3.2,1,0.4,31.2,7.8,2.6,0
8.6,5.1,0.4,0.5,0.1,0.1,24.1,7.8,5.2,3.2,1,0.4,33.5,7.4,2.6,0
9.4,5.2,0.5,0.7,0.1,0,26.3,6.7,4.7,2.2,1,0.3,33.7,6.9,2.3,0
10.3,5.3,0.4,0.5,0,0,22.6,7.3,4.2,2.6,0.8,0.3,35.7,7.4,2.6,0
9.8,5.9,0.6,0.7,0.2,0.2,22.8,9.1,5,3.6,1,0.4,31.2,7.3,2.4,0
9.3,4.6,0.4,0.5,0.1,0.1,25.9,8.6,4.8,3.3,0.8,0.4,31.5,7.3,2.4,0
9.5,5,0.6,0.6,0.2,0,23.3,7,8.1,2.9,2,0.4,25.3,11.4,3.8,0
10.3,6.2,0.6,0.7,0.2,0,24.2,7.3,5.7,3.5,1,0.5,29.4,7.7,2.7,0
9.7,2.8,0.4,0.2,0,0,24.7,4.8,2.8,1.4,0.7,0.1,44.1,6.1,2.3,0
8.7,6,0.3,0.5,0,0,20.4,6.7,3.8,2.7,0.7,0.2,39.1,8.4,2.4,0
8.5,5.4,0.5,0.6,0.1,0.1,24.3,7.6,5,3.5,0.9,0.3,34.2,6.9,2.1,0
9.1,5.6,0.5,0.8,0,0,24.2,6.8,3.9,3.2,0.7,0.3,35.2,7.7,2.1,0
9,4.1,0.4,0.5,0.1,0.1,26.4,7.8,4.3,3,0.8,0.3,33.9,7.4,1.9,0
8.8,5.6,0,0,0,0,24.5,6.8,4.6,2.7,0.9,0.3,36.5,7,2.2,0
9.1,6.2,0.5,0.8,0.1,0,22.9,7.8,4.5,3.5,0.8,0.3,34.2,7.4,1.8,0
11.3,5.3,0,0,0,0,21.9,7.5,5,2.9,1.2,0,34.2,8.4,2.3,0
9.4,5.4,0,0,0,0,25.8,6.8,4.7,2.5,0.9,0.5,33.5,7.8,2.6,0
10.7,6,0,0,0,0,24.7,8.2,5.3,3.2,1,0.4,30.4,7.7,2.5,0
9,4.6,0.5,0.5,0,0,25.6,6.6,4.4,2.5,0.9,0.3,35.6,7.4,2.2,0
9.7,4.5,0,0,0,0,24.7,6.9,4.7,2.9,0.9,0.4,35.3,7.7,2.4,0
10.1,5.8,0,0,0,0,23.6,7.8,4.7,2.9,0.9,0.4,33.4,8.1,2.3,0
9.4,4.1,0.3,0.3,0,0,25.7,6.5,6.6,2.6,1.3,0.4,28.4,10.9,3.4,0
7.7,4,0,0,0,0,24.7,7.3,4.1,2.4,1,0.4,38.4,7,2.9,0
7.8,3.5,0,0,0,0,24.1,6.1,3.8,2.1,1.1,0.4,42.6,6.1,2.4,0
7.3,4.2,0.4,0.6,0.1,0.2,21.3,8,4.8,4.6,0.8,1,35.6,7.8,3.2,0
8.2,5,0.4,0.6,0.1,0.1,21.4,8.8,4.7,4.3,0.8,0.8,34,7.7,3,0
8.7,5.3,0.5,0.7,0.1,0,21.9,7,4.5,3.8,0.8,0.7,35,7.7,3.1,0
7.2,4.5,0.4,0.6,0,0,18.9,8.2,4.4,5,0.7,1,37.1,8.4,3.6,0
7.7,5.3,0.5,0.7,0,0,20.2,6.6,4.7,4.3,0.8,1,36.5,8.2,3.6,0
8.7,5.7,0,0,0,0,20.4,7.7,5,4.4,0.8,1,34.7,8.4,3.2,0
8.2,5.2,0,0,0,0,19.6,7.8,5.3,5.3,0.8,1.4,30.8,11.2,4.2,0
8.9,6.1,0,0,0,0,17.9,7.5,5.5,6.2,0.7,1.8,28.7,12,4.7,0
9.3,7.1,0,0,0,0,15.9,7.8,5.4,5.9,0.8,1.4,30.7,11.3,4.5,0
9.1,5.5,0,0,0,0,20.9,6.8,5.5,5.7,0.9,1.2,29.8,10.6,4.2,0
9.2,5.8,0,0,0,0,22,6.7,7.2,4.6,1,1.2,28.8,9.8,3.6,0
8.7,5.2,0,0,0,0,22.1,7,7,5.3,1.1,1.4,28.1,10.4,3.8,0
9.3,5.9,0,0,0,0,20.4,6.3,7,6.5,1,1.7,26.9,10.3,4.6,0
11.9,5.6,0.7,0.8,0.2,0.2,23.6,9.2,8.9,4.2,1.5,0.7,20,9.9,2.8,0
10.2,5.3,0,0,0,0,21.3,6.9,6.6,5.4,1,1.7,27.2,10.5,4,0
9.7,5.3,0,0,0,0,21,7.9,8.5,5.5,1.1,1.5,25.7,10.3,3.5,0
9.1,5.2,0,0,0,0,19.3,7.3,9.4,5.1,1,1.7,27.4,10.8,3.7,0
9.3,4.9,0,0,0,0,23.2,7.3,8.1,5.2,1.1,1.4,26.1,9.8,3.5,0
8.9,4.7,0.5,0.6,0,0,20.4,7.2,5.4,4,0.8,0.9,34.5,8.2,3.8,0
8.9,5.8,0,0,0,0,19.4,6.2,9.9,6.8,1.3,2.3,24.4,10.9,4.1,0
8.9,5.9,0,0,0,0,17.5,7.7,8.5,7,1.1,2.2,23.5,12.5,5.3,0
8.9,6.8,0.5,0.9,0,0,19.4,6.8,6.8,9.1,0.8,2.4,23.2,10.2,4.1,0
8.7,7.6,0,0,0,0,17,7,6.2,9.7,0.9,2.5,26.1,10.6,3.9,0
9.2,8.1,0,0,0,0,16.5,8.2,6.4,7.7,0.8,2.1,25.4,11.3,4.3,0
9,7.6,0.9,1,0,0,16.7,7.4,5.8,8.6,0.8,2,26.2,10.3,3.7,0
7.5,7,0.5,0.8,0,0,15.2,7.3,6.7,8.6,0.7,2.1,27.9,11,4.5,0
8.7,7.2,0.6,0.9,0,0,17.3,6.5,7.3,8.1,0.9,2,25.6,10.7,4.2,0
8.8,6.6,0.5,0.8,0,0,17.2,8.1,7.4,8.3,0.8,2.1,24.5,10.6,4.3,0
8.8,7.5,0,0,0,0,16.8,8.1,7.8,7.5,0.8,2.4,25.4,10.9,3.9,0
7.5,6.4,0.5,0.8,0,0,14.8,7.9,6.1,8.1,0.8,1.9,31,10.1,4.2,0
7.1,6.9,0.6,1,0.1,0.3,14.6,7.2,6.8,7.8,0.7,1.9,31.6,9.4,4.1,0
7.9,6.5,0.6,1,0,0,14.7,7.4,6.3,7.3,0.8,1.8,31.2,10.4,4.2,0
7.5,6.9,0.7,1,0,0,14.3,7,7.3,7.2,0.8,1.9,30.5,10.7,4.3,0
7.3,6.3,0.5,0.7,0,0,15,7,6.1,7.3,0.7,1.7,32.6,10.6,4.3,0
7.8,7.1,0.6,1.1,0,0,15.3,6.1,5.6,7.8,0.7,1.9,31.4,10.2,4.2,0
8,6.5,0.6,0.9,0,0,17.7,6.8,5.8,5.6,0.8,1.5,32.4,9.6,3.9,0
7.7,7.6,0.6,1.1,0,0,14.7,6.4,6.1,7.2,0.8,1.7,32.6,9.2,4.4,0
6.8,5.9,0.5,0.7,0,0,15.9,6.2,6,6.2,0.7,1.4,35,10.3,4.5,0
6.8,6,0.5,0.9,0,0,15.4,6.1,6.7,5.1,0.7,1.4,35.8,10.4,4.2,0
7.3,6.5,0.5,1,0,0,15.4,5.1,5.7,5.5,0.8,1.4,34.6,11.3,4.7,0
6.9,6.1,0.5,0.9,0,0,16.5,5.3,6.3,4.6,0.7,1.3,36.8,9.5,4.6,0
6.6,5.6,0.4,0.8,0,0,15.8,6,6.2,6.1,0.8,1.3,35.7,10.1,4.5,0
6.8,6.1,0.4,0.7,0,0,15.1,6.3,5.5,6.2,0.7,1.3,36.5,9.9,4.5,0
7.4,6.9,0.6,1,0,0,16.2,5.3,5.5,6.5,0.8,1.5,34,10.2,4.2,0
7.7,7.6,0,0,0,0,14.8,6.3,7,6.8,0.7,1.7,31.9,10.3,5.2,0
7.4,7.1,0,0,0,0,15.1,5.6,6.4,6.9,0.7,1.6,31.9,12.2,4.9,0
7.3,7,0.7,1.4,0,0,12.8,5.2,5.2,5.6,0.7,1.3,34.5,12.2,6.1,0
7,5.5,0.5,0.9,0,0,15.9,5.5,6.6,5.5,0.9,1.4,34.9,10.5,4.9,0
7,6.2,0.6,0.9,0,0,17,5,6.8,5.7,0.8,1.4,33.3,10,5.3,0
6.9,5.9,0.5,0.8,0,0,16,5.4,6.2,6.2,0.8,1.3,34,10.6,5.3,0
7.2,6.9,0.5,0.9,0,0,15.1,6.1,6.5,5.2,0.8,1.3,34.1,10.4,4.9,0
7.8,7.3,0.5,0.9,0,0,16.1,6.3,5.8,6.2,0.8,1.4,31.8,9.9,5.2,0
6.7,7.1,0.5,1,0,0,14.8,5.8,6.8,5.6,0.8,1.3,32.3,11.7,5.4,0
7.6,7.2,0.6,0.9,0,0,15,5.1,6.1,5.9,0.7,1.4,34.8,9.9,4.9,0
7.6,7,0.5,0.8,0,0,15.2,6.3,6.2,7.4,0.7,1.6,32.9,9.2,4.5,0
7.2,6.5,0.5,0.8,0,0,15.9,6.3,6.2,6.7,0.8,1.6,34,9.1,4.5,0
8,7,0.7,1,0,0,15.8,5.9,6.5,7.2,0.7,1.8,32.1,9.5,4,0
7.9,7.6,0.7,1,0,0,14.5,6.8,7,7.1,0.8,1.8,30.9,10.1,4,0
7.3,7,0.6,0.7,0,0,14.8,6.6,6.2,8.2,0.7,1.9,31.6,10.2,4.3,0
8.8,8.3,0.7,1.2,0,0,14.5,7.3,7.8,8.4,0.7,2.1,25.6,10.3,4.2,0
10.8,5.8,0,0,0,0,21.4,8.7,7.3,3.7,1.2,0.6,25.4,11.8,3.2,0
9.8,10.3,0.6,1.1,0,0,13.1,6.5,6.6,7.1,0.7,1.5,28.4,9.8,4.4,0
9.6,6.7,0.5,0.8,0,0,18.2,7.3,7.5,6.5,0.9,1.4,27,10.1,3.7,0
10,4.6,0.5,0.5,0,0,24.2,7.1,6.6,3.5,1.3,0.6,25,12.3,4,0
10.2,7.7,0.6,1.1,0,0,16.3,7.8,8.4,6.7,1,1.6,23,11.8,3.9,0
10,8.9,0,0,0,0,17.9,6.8,7.2,7,0.9,1.9,25.2,10.3,4.1,0
9.4,10.7,0,0,0,0,11.8,7.1,7.2,10.6,0.8,2.8,23.7,11.2,4.7,0
11,7.6,0,0,0,0,18.5,7.3,7.2,7.2,1,1.8,25.3,9.2,3.8,0
9.1,9.9,0.7,1,0,0,10.9,5.9,8.2,10.8,0.8,3,23.9,11.1,4.7,0
8.6,9.9,0.8,1.2,0,0,9.7,6.8,8.8,12.8,0.7,3.5,20.4,11.6,5.1,0
7.1,8.2,0.7,1.1,0,0,10,6.6,8.9,12.1,0.9,3.7,23.5,11.9,5.4,0
8.6,10.1,0,0,0,0,11.5,6.9,7.7,10.6,0.9,3.2,24.9,10.7,5.2,0
7.8,7.7,0,0,0,0,16.5,6,6.2,7.9,0.8,2.3,30.2,10.3,4.2,0
7.2,9.4,0.6,1,0.1,0.4,10.5,6.5,7.2,11.7,0.8,3.4,24.2,11,5.8,0
7.3,10,0.8,1.4,0,0,9.1,6.4,7.7,11.8,0.9,3.4,23.8,11.3,5.9,0
7.4,9.6,0.6,1.1,0,0,11.5,5.8,7.7,9.9,0.7,2.9,27.8,10.2,4.8,0
