IIIa,IIIa',IIIb,IIIb',IIIc,IIIc',IIa,IIa',IIb,IIb',IIc,IIc',Ia,Ib,Ic,class
9.76041888,15.70655364,1.244539834,1.909662829,0.297450782,0.977698394,5.283892644,7.261976355,3.065975736,7.649094504,0.542685628,3.038967493,27.71873976,10.36036198,5.181981541,0
4.957825111,10.0977001,0.977001032,0.977001032,0.254869834,0.552217974,6.3596092,6.529522422,3.580314339,9.072152436,1.5899023,2.924934765,37.20492748,9.812488622,5.109533345,0
2.705001701,2.858115005,1.395032324,3.74276965,2.619938755,3.895882953,7.043211977,7.689690371,3.23239197,11.73868663,5.103776795,9.95236475,21.6570262,10.90506975,5.46104117,0
11.28265534,10.811493,1.712170292,2.557738421,0.837154516,1.232594338,5.523537083,7.374531993,3.37806571,7.168398469,1.131630979,3.840814438,27.89112784,9.578898658,5.679188928,0
6.683846857,13.86359203,0.617049456,1.367570509,0.319305126,1.143748909,4.584235978,7.405620181,3.044179098,9.163338433,0.733067075,4.363494492,31.37917227,10.25472541,5.077054179,0
6.073550522,12.91370923,0.466544382,1.336829093,0.247228647,0.905175851,4.977470293,6.737479065,2.404996411,8.467082702,0.831904458,3.957652125,34.40714969,11.139744,5.133483531,0
7.441015173,17.30861527,0.561851679,1.053951839,0.257888641,0.879253083,5.004831413,7.014826997,2.517453878,8.727258765,0.659119851,4.034069457,29.5452073,9.662185078,5.332471571,0
8.890975762,18.35524551,0.665414543,1.777121903,0.282622306,0.721760129,4.53805563,7.790000894,1.168052947,9.65745461,0.745013863,3.242107146,28.56363474,9.414184778,4.188355246,0
3,2,0,0,0,0,16,15,1,3,0,0,45,13,1,2
3,3,0,0,0,0,26,13,1,1,0,0,52,2,0,2
0,0,0,0,0,0,5,2,0,0,0,0,92,1,0,2
0,1,0,0,0,0,3,4,2,2,0,0,59,22,7,2
0,0,0,0,0,0,4,0,0,0,0,0,93,2,2,2
0,0,0,0,0,0,6,2,0,0,0,0,91,0,0,2
0,0,0,0,0,0,2,3,0,1,0,0,82,8,3,2
0,0,0,0,0,0,3,1,0,0,0,0,94,2,1,2
0,0,0,0,0,0,6,1,0,0,0,0,91,1,1,2
1,1,0,0,0,0,5,6,2,3,0,0,54,24,6,2
2,0,0,0,0,0,36,0,1,0,0,0,57,2,3,2
6,14,1,1,0,0,13,21,9,11,0,1,14,9,1,2
8,1,0,0,0,0,36,1,1,0,0,0,49,3,1,2
0,0,0,0,0,0,4,1,0,0,0,0,93,2,1,2
0,0,0,0,0,0,7,1,0,0,0,0,89,2,1,2
1,1,0,0,0,0,6,4,1,0,0,0,86,2,1,2
1,1,0,0,0,0,8,8,1,1,0,0,73,7,1,2
1,0,0,0,0,0,11,2,0,0,0,0,83,2,0,2
1,1,0,0,0,0,5,4,1,1,0,0,66,18,3,2
1,1,0,0,0,0,5,1,0,0,0,0,89,2,1,2
1,1,0,0,0,0,8,5,0,0,0,0,86,1,0,2
2,3,1,1,0,0,6,10,3,16,0,1,20,31,6,2
1,1,0,0,0,0,7,11,2,2,0,0,54,18,4,2
4,7,0,0,0,0,15,24,1,5,0,0,37,8,0,2
1,2,0,0,0,0,10,14,2,5,0,0,51,13,2,2
1,0,0,0,0,0,14,1,0,0,0,0,83,0,0,2
4,7,1,2,0,0,10,17,8,11,1,1,20,17,3,2
3,5,0,1,0,0,10,17,5,8,0,1,33,14,2,2
4,10,0,1,0,0,11,23,6,9,1,1,20,11,2,2
5,8,1,1,0,0,12,21,6,11,1,1,20,12,2,2
3,2,0,0,0,0,23,11,2,2,0,0,43,10,2,2
4,13,1,2,0,0,7,23,10,13,1,1,11,12,2,2
4,6,0,1,0,0,22,16,4,5,1,0,31,8,2,2
6,12,1,3,0,0,9,17,11,13,1,2,11,11,3,2
5,9,1,1,0,0,14,20,6,8,1,1,22,11,3,2
6,7,0,0,0,0,25,17,3,4,1,0,30,6,2,2
8,6,0,0,0,0,28,13,1,2,0,0,37,4,1,2
5,9,0,1,0,0,20,18,3,5,1,0,29,7,2,2
10,12,1,1,1,0,22,15,4,5,1,0,22,5,1,2
6,15,0,1,0,0,16,22,4,7,1,1,20,6,1,2
7,14,1,3,0,0,11,16,8,11,1,1,16,8,1,2
8,8,1,1,0,0,19,15,6,5,1,1,23,9,3,2
3,0,0,0,0,0,27,1,1,0,1,0,64,3,1,2
10,1,0,0,0,0,38,5,1,0,1,0,40,3,1,2
6,1,0,0,0,0,31,3,1,0,1,0,53,3,1,2
0,3,0,0,0,0,42,8,1,0,0,0,42,3,1,2
10,6,0,1,0,0,23,15,6,3,2,0,24,7,4,2
8,0,0,0,0,0,42,0,1,0,1,0,46,2,1,2
15,5,0,1,0,0,36,8,2,2,0,0,28,2,0,2
12,1,0,0,0,0,40,5,1,1,1,0,37,2,0,2
4,1,0,0,0,0,34,1,1,0,0,0,57,2,0,2
15,13,1,1,0,0,25,12,5,5,1,0,19,3,1,2
13,0,0,0,0,0,40,2,1,0,0,0,41,2,0,2
24,1,0,0,0,0,37,4,1,0,0,0,31,2,0,2
18,3,0,0,0,0,31,10,1,0,0,0,35,1,0,2
16,1,0,0,0,0,40,4,1,0,0,0,36,1,0,2
17,1,0,0,0,0,40,3,1,0,0,0,37,2,0,2
0,0,0,0,0,0,11,3,0,0,0,0,81,3,1,2
11,1,0,0,0,0,37,2,3,0,0,0,40,3,1,2
0,0,0,0,0,0,2,0,0,0,0,0,96,1,1,2
0,0,0,0,0,0,1,0,0,0,0,0,97,1,1,2
3,4,0,0,0,0,13,18,3,8,2,0,30,13,6,2
0,0,0,0,0,0,4,2,0,0,0,0,86,6,1,2
0,0,0,0,0,0,3,2,0,0,0,0,90,4,1,2
0,3,0,1,0,0,2,21,2,8,0,1,34,25,4,2
0,43,0,0,0,0,0,39,0,0,0,0,18,0,0,2
2,0,0,0,0,0,26,0,0,0,0,0,71,0,0,2
9,1,0,0,0,0,38,4,1,0,0,0,44,2,1,2
12,1,0,0,0,0,39,4,1,0,0,0,39,2,1,2
10,24,0,0,0,0,18,19,2,2,0,0,19,4,1,2
8,24,0,1,0,0,15,21,3,4,1,0,16,5,1,2
8,21,0,1,0,0,17,23,3,3,0,0,18,5,1,2
7,7,0,1,0,0,18,18,9,7,1,0,18,11,2,2
7,24,0,1,0,0,14,26,2,5,0,0,14,4,1,2
6,20,0,2,0,0,10,26,4,10,0,1,14,7,1,2
9,19,0,1,0,0,18,20,3,5,0,0,19,5,1,2
10,12,0,1,0,0,23,18,4,3,1,0,21,7,2,2
11,1,0,0,0,0,35,5,1,0,0,0,43,2,0,2
3,18,1,2,0,0,4,33,4,11,0,0,14,8,2,2
16,1,0,0,0,0,43,3,1,0,0,0,33,2,1,2
7,16,0,1,0,0,15,21,4,6,1,0,20,8,1,2
9,19,0,1,0,0,16,22,3,6,0,0,19,5,1,2
3,16,0,2,0,0,7,31,2,11,0,1,18,7,1,2
8,13,0,2,0,0,14,20,6,9,1,1,16,10,2,2
6,15,0,2,0,0,11,23,6,8,0,0,17,9,1,2
10,1,0,0,0,0,43,3,1,0,1,0,38,3,1,2
7,9,0,0,0,0,20,20,3,6,0,0,29,7,1,2
4,15,0,2,0,0,4,26,1,15,0,1,17,14,1,2
3,1,0,0,0,0,29,0,1,1,0,0,58,5,2,2
7,10,1,2,0,0,13,13,10,10,1,2,14,14,4,2
7,15,0,0,0,0,13,24,6,8,0,1,18,7,1,2
16,1,0,0,0,0,47,0,1,0,0,0,34,1,0,2
9,10,1,1,0,0,20,20,5,6,0,0,20,6,1,2
9,12,0,1,0,0,21,21,4,7,0,0,18,6,1,2
4,11,0,2,0,0,10,21,5,9,0,1,22,12,2,2
14,1,0,0,1,0,40,4,1,0,0,0,36,3,1,2
9,1,0,0,0,0,44,2,2,0,1,0,38,3,1,2
11,2,1,0,0,0,32,5,2,0,1,0,40,5,1,2
9,23,0,1,0,0,16,20,3,4,1,0,16,5,1,2
13,1,0,0,0,0,42,7,1,0,0,0,33,2,1,2
5,11,1,2,0,0,9,16,13,10,1,1,14,13,3,2
8,3,0,0,0,0,31,12,1,1,0,0,40,2,1,2
1,0,0,0,0,0,9,1,0,0,0,0,87,1,1,2
0,0,0,0,0,0,1,0,0,0,0,0,97,1,1,2
0,0,0,0,0,0,1,0,0,0,0,0,98,0,1,2
0,0,0,0,0,0,2,1,0,0,0,0,93,3,1,2
0,0,0,0,0,0,2,0,0,0,0,0,97,0,0,2
0,0,0,0,0,0,3,5,1,1,0,0,68,17,4,2
0,0,0,0,0,0,6,1,0,0,0,0,90,1,1,2
8,6,0,1,0,0,22,6,4,3,1,0,44,3,1,2
15,16,2,2,0,0,13,11,14,5,1,1,12,7,1,2
9,3,0,0,0,0,30,7,6,2,1,0,25,12,4,2
0,0,0,0,0,0,1,1,0,0,0,0,95,3,1,2
7,2,0,0,0,0,32,6,0,0,0,0,53,0,0,2
6,22,0,0,0,0,5,34,5,7,0,0,12,7,3,2
13,3,0,0,0,0,28,16,2,0,1,0,35,2,1,2
10,3,0,0,0,0,31,12,3,2,1,0,28,8,2,2
14,1,0,0,0,0,44,2,1,0,1,0,33,4,1,2
4,0,0,0,0,0,36,0,1,0,1,0,53,3,2,2
4,4,0,0,0,0,17,21,2,2,0,0,44,6,1,2
6,3,0,0,0,0,26,13,1,1,0,0,50,2,0,2
5,4,0,0,0,0,21,20,1,1,0,0,44,4,0,2
5,12,1,2,0,0,7,18,5,11,1,1,21,12,3,2
5,17,1,3,0,0,5,20,4,22,1,1,9,10,1,2
3,0,0,0,0,0,32,0,2,0,1,0,60,2,2,2
4,1,0,0,0,0,35,1,2,0,1,0,53,3,1,2
0,0,0,0,0,0,1,0,0,0,0,0,98,1,1,2
0,1,0,0,0,0,3,8,3,6,0,1,35,37,7,2
7,15,1,2,0,0,12,21,8,11,1,1,14,8,1,2
6,0,0,0,0,0,36,0,1,0,1,0,53,3,1,2
0,0,0,0,0,0,0,0,0,0,0,0,94,1,4,2
0,0,0,0,0,0,3,1,0,0,0,0,93,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,92,3,5,2
0,0,0,0,0,0,1,0,0,0,0,0,94,3,2,2
0,0,0,0,0,0,4,0,0,0,0,0,91,2,2,2
0,0,0,0,0,0,3,1,0,0,0,0,93,2,1,2
7,1,0,0,0,0,39,2,1,0,0,0,44,4,1,2
0,0,0,0,0,0,1,0,0,0,0,0,97,1,1,2
1,0,0,0,0,0,12,3,0,0,0,0,82,2,1,2
1,1,0,0,0,0,7,7,1,0,0,0,79,4,1,2
0,0,0,0,0,0,9,1,0,0,0,0,84,3,2,2
0,0,0,0,0,0,8,2,0,0,0,0,90,0,0,2
7,5,0,0,0,0,23,21,1,1,0,0,38,4,0,2
6,2,2,0,0,0,34,17,0,0,0,0,38,0,0,2
13,11,2,0,0,0,25,23,2,3,1,0,17,3,0,2
9,11,0,0,0,0,22,25,1,2,0,0,26,2,0,2
10,27,1,1,0,0,11,24,4,8,0,0,10,4,0,2
11,5,0,0,0,0,31,21,1,1,1,0,28,2,0,2
7,23,1,2,0,0,10,27,3,13,0,1,9,4,1,2
7,25,2,1,0,0,10,23,4,11,0,1,10,4,1,2
19,26,1,2,0,0,12,15,4,6,0,1,8,3,1,2
16,31,1,1,0,0,13,21,4,3,0,0,9,2,0,2
12,6,0,0,0,0,27,26,1,1,0,0,26,1,0,2
4,0,0,0,0,0,36,2,1,0,1,0,54,1,1,2
3,0,0,0,0,0,27,3,0,0,0,0,65,2,0,2
6,14,0,1,0,0,9,25,7,11,0,1,16,8,1,2
6,4,0,0,0,0,22,12,9,5,1,0,25,12,5,2
5,11,0,1,0,0,13,23,5,9,0,1,20,11,1,2
7,7,0,1,0,0,21,20,4,6,0,0,23,9,1,2
5,11,0,1,0,0,13,24,5,8,0,1,20,10,1,2
5,17,0,2,0,0,9,24,6,11,0,1,15,9,1,2
4,25,1,1,0,0,3,30,4,5,0,0,19,8,1,2
1,51,1,0,0,0,2,23,0,0,0,0,20,2,1,2
2,0,0,0,0,0,26,0,1,0,0,0,69,1,1,2
41,2,0,0,0,0,38,3,0,0,0,0,16,0,0,2
1,2,0,1,0,0,4,13,3,10,0,1,34,27,6,2
2,1,0,0,0,0,9,5,0,0,0,0,80,3,1,2
1,0,0,0,0,0,11,4,0,0,0,0,81,2,1,2
0,0,0,0,0,0,5,1,0,0,0,0,86,5,2,2
2,2,0,0,0,0,17,12,1,1,0,0,58,7,0,2
13,9,1,1,0,0,23,17,3,6,1,0,19,5,1,2
4,0,0,0,0,0,29,1,1,0,0,0,62,2,0,2
5,1,0,0,0,0,31,2,1,0,0,0,54,5,1,2
4,0,0,0,0,0,30,1,1,0,0,0,61,3,1,2
7,14,0,1,0,0,14,27,4,7,0,0,17,7,1,2
15,1,0,0,0,0,39,11,1,0,0,0,32,1,0,2
14,0,0,0,0,0,43,1,1,0,0,0,39,1,0,2
10,15,0,0,0,0,17,32,2,5,0,0,13,4,1,2
10,19,0,1,0,0,14,35,2,4,0,0,12,3,1,2
3,1,0,0,0,0,19,9,1,1,0,0,58,7,1,2
5,0,0,0,0,0,30,2,1,0,1,0,56,5,1,2
2,0,0,0,0,0,26,1,1,0,0,0,67,2,1,2
1,0,0,0,0,0,18,0,1,0,0,0,76,2,1,2
1,2,0,0,0,0,15,6,1,2,0,0,66,6,1,2
2,1,0,0,0,0,14,6,1,1,0,0,70,6,1,2
2,1,0,0,0,0,16,2,0,0,0,0,76,3,1,2
4,6,1,1,0,0,9,15,8,9,0,1,19,24,5,2
15,6,0,0,0,0,32,18,1,1,0,0,23,2,1,2
13,4,0,0,0,0,33,16,0,0,0,0,31,2,0,2
6,4,0,0,0,0,29,18,1,2,0,0,37,4,0,2
3,0,0,0,0,0,20,2,0,0,0,0,70,2,1,2
2,1,0,0,1,0,20,1,0,0,0,0,73,2,1,2
7,33,1,2,0,0,3,27,5,9,0,0,7,3,2,2
6,18,0,1,0,0,9,35,2,7,0,0,16,4,0,2
13,12,0,0,0,0,20,28,2,3,1,0,17,3,1,2
5,46,2,1,0,0,5,27,1,3,0,0,7,2,1,2
7,23,1,1,0,0,9,33,3,7,1,0,12,4,1,2
2,0,0,0,1,0,28,1,0,0,0,0,67,1,0,2
2,2,0,1,0,0,15,12,5,5,0,0,37,19,2,2
11,3,0,0,0,0,28,13,0,0,0,0,41,2,0,2
4,1,0,0,0,0,28,6,2,0,0,0,52,6,2,2
5,3,0,0,0,0,25,14,3,3,0,0,37,9,2,2
3,4,0,1,0,0,14,16,8,6,1,0,27,19,3,2
4,1,0,0,0,0,27,6,2,1,0,0,50,7,2,2
6,2,0,0,0,0,33,9,2,2,0,0,40,6,1,2
7,1,0,0,0,0,38,4,1,1,0,0,44,4,0,2
3,2,0,0,0,0,17,13,4,2,0,0,42,14,3,2
2,2,0,0,0,0,15,12,2,1,0,0,52,11,2,2
0,0,0,0,0,0,5,1,0,0,0,0,90,1,3,2
2,20,0,0,0,0,5,44,0,0,0,0,27,3,0,2
0,30,0,0,0,0,0,47,0,0,0,0,22,1,0,2
19,1,0,0,0,0,41,2,1,0,0,0,34,1,0,2
20,0,0,0,0,0,42,2,1,0,0,0,34,1,0,2
12,5,0,1,0,0,7,18,2,14,1,1,19,17,2,2
5,3,0,0,0,0,25,9,10,4,1,0,24,17,2,2
4,6,0,1,0,0,13,15,10,9,0,1,21,17,3,2
7,9,1,1,0,0,18,16,9,8,1,1,18,12,2,2
7,26,1,1,0,0,4,29,5,5,0,1,16,4,2,2
13,14,0,0,0,0,16,25,3,3,0,0,22,4,1,2
3,5,1,1,0,0,6,16,3,17,0,1,18,25,5,2
3,5,0,1,0,0,6,17,2,17,0,1,19,24,5,2
17,8,0,0,0,0,24,24,1,2,0,0,23,2,0,2
1,30,0,0,0,0,0,54,0,3,0,0,12,1,0,2
23,5,0,0,0,0,38,11,0,0,0,0,18,4,0,2
19,4,0,0,0,0,38,13,1,0,0,0,22,1,1,2
10,5,0,0,0,0,25,22,2,2,0,0,32,3,0,2
14,1,0,0,0,0,42,5,1,0,0,0,35,2,1,2
12,11,0,0,0,0,24,27,1,3,0,0,20,2,0,2
11,31,1,1,0,0,5,34,2,4,0,0,10,3,0,2
15,15,0,0,0,0,23,29,1,2,0,0,14,2,0,2
2,30,0,0,0,0,0,54,0,2,0,0,11,1,0,2
2,24,0,0,0,0,2,51,0,3,0,0,15,2,1,2
9,23,0,0,0,0,12,28,5,5,0,0,14,5,0,2
2,22,0,0,0,0,5,44,0,2,0,0,23,2,0,2
8,4,0,0,0,0,34,14,1,1,0,0,35,2,0,2
7,3,0,0,0,0,31,16,3,1,1,0,32,5,1,2
1,0,0,0,0,0,21,1,1,0,0,0,74,1,1,2
1,0,0,0,0,0,7,1,0,0,0,0,89,2,1,2
0,0,0,0,0,0,2,0,0,0,0,0,95,2,1,2
6,27,2,1,1,0,5,34,5,9,1,0,6,3,1,2
6,15,0,0,0,0,16,30,0,18,0,0,10,5,0,2
6,18,2,1,0,0,6,32,4,13,0,0,11,6,1,2
7,23,0,0,0,0,16,29,3,13,0,0,8,0,0,2
8,22,0,0,0,0,10,29,4,9,0,0,11,6,1,2
5,28,1,1,0,0,4,38,7,7,0,0,5,3,1,2
4,30,2,2,1,0,4,36,4,6,0,0,8,3,0,2
9,30,2,1,0,0,7,24,6,11,1,0,6,3,0,2
8,35,0,0,0,0,6,30,6,7,0,0,7,1,0,2
8,24,0,0,0,0,11,30,12,6,0,0,7,1,0,2
13,30,0,0,0,0,13,32,0,0,0,0,11,2,0,2
5,15,0,0,0,0,11,48,0,0,0,0,18,3,0,2
8,4,0,0,0,0,29,24,1,2,0,0,28,2,0,2
9,4,0,0,0,0,30,24,2,1,0,0,27,2,0,2
8,5,0,0,0,0,26,26,2,3,0,0,27,3,0,2
10,7,0,1,0,0,20,30,2,3,0,0,23,4,0,2
9,7,0,0,0,0,20,30,2,3,0,0,23,5,0,2
6,25,2,3,1,0,5,35,6,7,0,1,4,3,1,2
5,13,0,2,0,0,10,21,7,17,1,1,9,11,1,2
7,22,1,0,0,0,7,30,6,11,0,0,8,6,1,2
9,24,2,2,1,0,8,36,5,3,0,0,8,2,1,2
12,15,0,0,0,0,22,24,3,5,1,0,15,2,0,2
12,7,0,0,0,0,29,25,2,1,1,0,22,2,0,2
12,6,0,1,0,0,32,21,2,1,0,0,24,2,0,2
13,5,0,0,0,0,28,27,0,0,0,0,24,2,0,2
11,4,0,0,0,0,35,19,1,1,0,0,25,2,0,2
11,8,0,0,0,0,20,30,3,3,0,0,22,4,0,2
10.8,12.7,0.5,0.5,0.1,0.2,12.5,10.2,4.5,5.8,0.6,1.5,20.5,13,6.5,0
12.8,13.8,0.7,0.6,0.1,0.2,13.8,10.6,4.2,4.2,0.6,1,23.1,9.6,4.7,0
13.7,13.5,0.5,0.5,0.1,0.1,14.7,11.3,4.1,3.9,0.6,0.8,22.7,9.4,4,0
13.6,14.3,0.6,0.5,0.1,0.2,14.5,10.8,4.3,3.9,0.6,0.9,22.7,9.1,3.9,0
13.3,13.8,0.6,0.5,0.2,0.2,14.4,11,4.4,4,0.6,0.9,22.8,9.1,4.3,0
12.6,14.2,0.5,0.5,0.1,0.2,14.3,11.4,4.4,4.3,0.6,1,22.2,9.3,4.3,0
